Time (s),Sampling Rate,FP1,FP2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11
0.0,250,13.696896483073232,-21.517925069272636,-428.57828701685,0.1089601220111115,1.4700664202138695e-09,1.4700664202138695e-09,1.4700664202138695e-09,1.4700664202138695e-09,3.7980720470088576,-0.8651069193873182,-243.23527287253046
0.00400029642597301,250,49.36066979775016,-75.66782441132847,-2632.9736542268975,0.007537432766401814,1.3951877298113942e-09,1.3951877298113942e-09,1.3951877298113942e-09,1.3951877298113942e-09,-0.3918687106558476,-1.4724644555106974,-33.2469327255651
0.00800059285194602,250,69.446853859065,-95.65292389692027,-3839.8877079571234,-0.057067786825550415,1.302300521913666e-09,1.302300521913666e-09,1.302300521913666e-09,1.302300521913666e-09,-1.084591953402155,-1.8210953398394973,-6.033407402035209
0.012000889277919029,250,70.76209384221082,-85.2862358413984,-3871.9568838375417,-0.0733728750218991,1.1862541279270814e-09,1.1862541279270814e-09,1.1862541279270814e-09,1.1862541279270814e-09,2.992088450232668,-1.8423896039038214,-229.20413029949725
0.01600118570389204,250,62.71802937536203,-71.80575022669572,-3335.673089417593,-0.05798362018962122,1.057202203558964e-09,1.057202203558964e-09,1.057202203558964e-09,1.057202203558964e-09,9.081113456341514,-1.6866166580087343,-557.2673267021282
0.02000148212986505,250,56.771171447341864,-67.84247828321585,-2899.4003517775523,-0.03708773155095452,9.357042575237843e-10,9.357042575237843e-10,9.357042575237843e-10,9.357042575237843e-10,10.709577959440159,-1.5752305649075051,-644.0778718586104
0.024001778555838058,250,57.25583786705143,-66.88968245435323,-2772.1869135937936,-0.026873754117891113,8.409992440420311e-10,8.409992440420311e-10,8.409992440420311e-10,8.409992440420311e-10,1.6998714545290792,-1.625312570709415,-156.92142081686075
0.02800207498181107,250,61.50474035754636,-65.88054428173183,-2817.921620690034,-0.027963134360463687,7.850852229541027e-10,7.850852229541027e-10,7.850852229541027e-10,7.850852229541027e-10,-17.746712343526333,-1.7941951192027026,893.6104604768168
0.03200237140778408,250,65.27649429537837,-69.4227379809218,-2893.5175956075695,-0.032710769150070845,7.719444675500275e-10,7.719444675500275e-10,7.719444675500275e-10,7.719444675500275e-10,-38.46485019764741,-1.9382515404467018,2012.2429270807374
0.036002667833757086,250,66.05323446686802,-74.59223817717228,-2937.305241130727,-0.034766141807733436,7.938008328487464e-10,7.938008328487464e-10,7.938008328487464e-10,7.938008328487464e-10,-47.82259016197009,-1.900748076817323,2516.2845901769697
